id,vessel_id,component,component_code,job_id,work_order_no,work_order_type,template_code,execution_id,job_title,assigned_to,due_date,status,date_completed,submitted_date,task_type,maintenance_type,maintenance_basis,frequency_value,frequency_unit,approver_remarks,is_execution,template_id,approver,approval_date,rejection_date,next_due_date,next_due_reading,current_reading,class_related,job_priority,brief_work_description,data_scope,fleet_equipment_code,fleet_job_code,job_group,job_category,sfi_code,maintenance_interval_value,maintenance_interval_unit,interval_running_hour,department,criticality,is_active,scope_notes,postponement_end_date,postponement_reason,postponement_authorized_by,on_demand_reason,risk_assessment_status,safety_checklists_status,operational_forms_status,start_date_time,completion_date_time,execution_assigned_to,performed_by,no_of_persons,total_time_hours,manhours,work_carried_out,job_experience_notes,previous_reading,running_hours,running_hours_difference,reading_date,wo_execution_id,remarks,completion_remarks,rejection_comments,approval_action,driver_type,created_at,updated_at,was_rejected
WO-1770967534514-yq1rhyftv,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.03,601.003.03,JOB-1768375697126-qtf6w0luu,MKR-OV-00012-601.003.03-2026-001,Planned,MKR-OV-00012-601.003.03-2026-001,,"ME Cylinder Liner, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 193,228-230
Job Reference: Group No. 1340
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Measure the cylinder liner inner diameter.
2. Check for grind burr, smooth scavenging ports and smooth lubricating holes and remove the liner if necessary.
Note:
 - When removing the piston.
3. Replace the O -rings if necessary.
Note:
 - When dismantling the cylinder liner.
4. Inspect the cooling water space, when dismantling the cylinder liner.",vessel,,,,,,,,6000,Engine,,t,,08-Mar-2026,Deferred to scheduled drydock period,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.515719,2026-02-13 10:43:47.733445,f
WO-1770967534461-nuu38r6mj,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.02,601.003.02,JOB-1768375697120-n56w9r1uz,MKR-OV-00012-601.003.02-2026-001,Planned,MKR-OV-00012-601.003.02-2026-001,,"ME Cylinder Liner, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 193,228-230
Job Reference: Group No. 1340
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Measure the cylinder liner inner diameter.
2. Check for grind burr, smooth scavenging ports and smooth lubricating holes and remove the liner if necessary.
Note:
 - When removing the piston.
3. Replace the O -rings if necessary.
Note:
 - When dismantling the cylinder liner.
4. Inspect the cooling water space, when dismantling the cylinder liner.",vessel,,,,,,,,6000,Engine,,t,,27-Mar-2026,Survey coordination with classification society pending,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.46268,2026-02-13 10:43:47.699494,f
WO-1770967534407-1f09yhwat,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.01,601.003.01,JOB-1768375697114-mgxmcqrr2,MKR-OV-00012-601.003.01-2026-001,Planned,MKR-OV-00012-601.003.01-2026-001,,"ME Cylinder Liner, Overhaul - 6000H",2nd Engineer,,Active,,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 193,228-230
Job Reference: Group No. 1340
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Measure the cylinder liner inner diameter.
2. Check for grind burr, smooth scavenging ports and smooth lubricating holes and remove the liner if necessary.
Note:
 - When removing the piston.
3. Replace the O -rings if necessary.
Note:
 - When dismantling the cylinder liner.
4. Inspect the cooling water space, when dismantling the cylinder liner.",vessel,,,,,,,,6000,Engine,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.409113,2026-02-13 07:26:29.245,f
WO-1770967534343-wthzn7zeh,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.06,601.003.06,JOB-1768375697142-sgl4blc0c,MKR-OV-00012-601.003.06-2026-001,Planned,MKR-OV-00012-601.003.06-2026-001,,"ME Cylinder Liner, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 193,228-230
Job Reference: Group No. 1340
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Measure the cylinder liner inner diameter.
2. Check for grind burr, smooth scavenging ports and smooth lubricating holes and remove the liner if necessary.
Note:
 - When removing the piston.
3. Replace the O -rings if necessary.
Note:
 - When dismantling the cylinder liner.
4. Inspect the cooling water space, when dismantling the cylinder liner.",vessel,,,,,,,,6000,Engine,,t,,02-Mar-2026,Awaiting class surveyor attendance,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.345081,2026-02-13 10:43:47.702969,f
WO-1770967534268-47txx7tl5,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.05,601.003.05,JOB-1768375697137-lfxt4na7g,MKR-OV-00012-601.003.05-2026-001,Planned,MKR-OV-00012-601.003.05-2026-001,,"ME Cylinder Liner, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 193,228-230
Job Reference: Group No. 1340
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Measure the cylinder liner inner diameter.
2. Check for grind burr, smooth scavenging ports and smooth lubricating holes and remove the liner if necessary.
Note:
 - When removing the piston.
3. Replace the O -rings if necessary.
Note:
 - When dismantling the cylinder liner.
4. Inspect the cooling water space, when dismantling the cylinder liner.",vessel,,,,,,,,6000,Engine,,t,,16-Mar-2026,"Operational priority - vessel at sea, cannot shut down equipment",C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.26953,2026-02-13 10:43:47.706495,f
WO-1770967534217-wa26chmtp,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.04,601.003.04,JOB-1768375697132-yrt56vl1o,MKR-OV-00012-601.003.04-2026-001,Planned,MKR-OV-00012-601.003.04-2026-001,,"ME Cylinder Liner, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 193,228-230
Job Reference: Group No. 1340
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Measure the cylinder liner inner diameter.
2. Check for grind burr, smooth scavenging ports and smooth lubricating holes and remove the liner if necessary.
Note:
 - When removing the piston.
3. Replace the O -rings if necessary.
Note:
 - When dismantling the cylinder liner.
4. Inspect the cooling water space, when dismantling the cylinder liner.",vessel,,,,,,,,6000,Engine,,t,,30-Mar-2026,Spare parts awaiting delivery from supplier,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.217753,2026-02-13 10:43:47.709917,f
WO-1770967534163-35np4xvvt,7440571a-841a-11ed-aa7c-7003bca91a86,"ME Pistons, Piston Rods No.06",601.004.06,JOB-1768375697401-iigxhtjlk,MKR-OV-00011-601.004.06-2026-001,Planned,MKR-OV-00011-601.004.06-2026-001,,"ME Piston, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 195,283-287, 196, 193,
Job Reference: Group No. 2450
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Remove and inspection of piston.
2. Checking the lubricating condition of cylinder lubricator. 
3. Carry out the clearance measuring of ring and grooves in piston stuffing box.
4. Measure the clearance and replace the new rings if necessary.
5. Inspect the sleeve and the inner pipe if necessary.
6. Carry out the cleaning and inspection of piston rod.
7. Replace the piston rings if necessary.",vessel,,,,,,,,6000,Engine,,t,,10-Apr-2026,Pending receipt of replacement parts from maker,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.164605,2026-02-13 10:43:47.73758,f
WO-1770967534092-c02eiusrb,7440571a-841a-11ed-aa7c-7003bca91a86,"ME Pistons, Piston Rods No.05",601.004.05,JOB-1768375697390-7nw1lh36l,MKR-OV-00011-601.004.05-2026-001,Planned,MKR-OV-00011-601.004.05-2026-001,,"ME Piston, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 195,283-287, 196, 193,
Job Reference: Group No. 2450
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Remove and inspection of piston.
2. Checking the lubricating condition of cylinder lubricator. 
3. Carry out the clearance measuring of ring and grooves in piston stuffing box.
4. Measure the clearance and replace the new rings if necessary.
5. Inspect the sleeve and the inner pipe if necessary.
6. Carry out the cleaning and inspection of piston rod.
7. Replace the piston rings if necessary.",vessel,,,,,,,,6000,Engine,,t,,02-Apr-2026,OEM technician availability pending,Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.09382,2026-02-13 10:43:47.682104,f
WO-1770967534022-to6r5ue67,7440571a-841a-11ed-aa7c-7003bca91a86,"ME Pistons, Piston Rods No.04",601.004.04,JOB-1768375697380-v4bxorvts,MKR-OV-00011-601.004.04-2026-001,Planned,MKR-OV-00011-601.004.04-2026-001,,"ME Piston, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 195,283-287, 196, 193,
Job Reference: Group No. 2450
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Remove and inspection of piston.
2. Checking the lubricating condition of cylinder lubricator. 
3. Carry out the clearance measuring of ring and grooves in piston stuffing box.
4. Measure the clearance and replace the new rings if necessary.
5. Inspect the sleeve and the inner pipe if necessary.
6. Carry out the cleaning and inspection of piston rod.
7. Replace the piston rings if necessary.",vessel,,,,,,,,6000,Engine,,t,,27-Mar-2026,Sea state preventing safe access to equipment,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:34.023926,2026-02-13 10:43:47.685577,f
WO-1770967533950-5l8pcaau7,7440571a-841a-11ed-aa7c-7003bca91a86,"ME Pistons, Piston Rods No.03",601.004.03,JOB-1768375697369-tflq97jgz,MKR-OV-00011-601.004.03-2026-001,Planned,MKR-OV-00011-601.004.03-2026-001,,"ME Piston, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 195,283-287, 196, 193,
Job Reference: Group No. 2450
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Remove and inspection of piston.
2. Checking the lubricating condition of cylinder lubricator. 
3. Carry out the clearance measuring of ring and grooves in piston stuffing box.
4. Measure the clearance and replace the new rings if necessary.
5. Inspect the sleeve and the inner pipe if necessary.
6. Carry out the cleaning and inspection of piston rod.
7. Replace the piston rings if necessary.",vessel,,,,,,,,6000,Engine,,t,,20-Mar-2026,"Operational priority - vessel at sea, cannot shut down equipment",Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:33.951239,2026-02-13 10:43:47.689052,f
WO-1770967533893-8c9d2spar,7440571a-841a-11ed-aa7c-7003bca91a86,"ME Pistons, Piston Rods No.02",601.004.02,JOB-1768375697357-7izaa96lh,MKR-OV-00011-601.004.02-2026-001,Planned,MKR-OV-00011-601.004.02-2026-001,,"ME Piston, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 195,283-287, 196, 193,
Job Reference: Group No. 2450
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Remove and inspection of piston.
2. Checking the lubricating condition of cylinder lubricator. 
3. Carry out the clearance measuring of ring and grooves in piston stuffing box.
4. Measure the clearance and replace the new rings if necessary.
5. Inspect the sleeve and the inner pipe if necessary.
6. Carry out the cleaning and inspection of piston rod.
7. Replace the piston rings if necessary.",vessel,,,,,,,,6000,Engine,,t,,31-Mar-2026,Pending receipt of replacement parts from maker,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:33.894423,2026-02-13 10:43:47.692543,f
WO-1770967533845-z7vj2q9z4,7440571a-841a-11ed-aa7c-7003bca91a86,"ME Pistons, Piston Rods No.01",601.004.01,JOB-1768375697147-r1wnkg8c5,MKR-OV-00011-601.004.01-2026-001,Planned,MKR-OV-00011-601.004.01-2026-001,,"ME Piston, Overhaul - 6000H",2nd Engineer,,Due (Grace P),,,Overhaul,,Running Hours,6000,Hours,,f,,,,,,6000,6050,Yes,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 195,283-287, 196, 193,
Job Reference: Group No. 2450
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Remove and inspection of piston.
2. Checking the lubricating condition of cylinder lubricator. 
3. Carry out the clearance measuring of ring and grooves in piston stuffing box.
4. Measure the clearance and replace the new rings if necessary.
5. Inspect the sleeve and the inner pipe if necessary.
6. Carry out the cleaning and inspection of piston rod.
7. Replace the piston rings if necessary.",vessel,,,,,,,,6000,Engine,,t,,23-Mar-2026,Pending receipt of replacement parts from maker,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:33.84599,2026-02-13 10:43:47.696087,f
WO-1770967533785-52wqyzoyw,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Covers W/Valves No.04,601.002.04,JOB-1768375697096-fbznbr8bp,MKR-IN-00075-601.002.04-2026-001,Planned,MKR-IN-00075-601.002.04-2026-001,,Main Engine – Cylinder Covers with Valves Inspection - 4000H,2nd Engineer,,Overdue,,,Inspection,,Running Hours,4000,Hours,,f,,,,,,4000,6050,No,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder cover externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightening condition of cover studs and nuts (visual/record check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature differences across cylinders.

Inspect for signs of scaling or blockage (based on temperature trend).

3. Valves (Exhaust / Inlet / Starting / Indicator)

Inspect exhaust valve housing area for gas leakage or abnormal heating.

Check operation of:

Exhaust valve (opening/closing behavior via parameters)

Starting air valve (no leakage during normal running)

Indicator valve (tightness and free operation)

Ensure valve caps and securing devices are properly fitted.

4. Valve Actuation System

Inspect hydraulic or mechanical valve actuation components.

Check for oil leakage at pipes, flanges, and fittings.

Monitor hydraulic oil pressure and temperature (if applicable).

1. General Condition

Inspect engine exterior for oil, fuel, water, or exhaust gas leakage.

Check for abnormal vibration, noise, or overheating.

Ensure foundation bolts, holding-down bolts, and chocks show no abnormal condition.

2. Lubrication System

Check sump oil level and condition.

Review lube oil pressure, temperature, and differential pressure across filters.

Inspect lube oil filters and coolers for leakage.

Verify oil mist detector operation and alarm status.

3. Fuel System

Inspect fuel pumps, injectors, and fuel lines for leakage.

Check fuel oil pressure, temperature, and viscosity (as applicable).

Drain and check fuel filters and settling system as required.

4. Cooling Water System

Check jacket water pressure, temperature, and expansion tank level.

Inspect freshwater and seawater pumps for leakage.

Verify cooler condition and seawater inlet/outlet temperatures.

5. Air & Exhaust System

Inspect turbocharger casing, air inlet filters, and ducting.

Check exhaust manifold for leakage, cracks, or insulation damage.

Monitor exhaust gas temperatures for cylinder deviation.

6. Starting & Control System

Check starting air pressure and drain receivers.

Inspect starting valves and control air system.

Verify correct operation of engine control system, telegraph, and safety interlocks.

7. Safety & Protection Devices

Test safety devices as per PMS schedule:

Overspeed trip

Low lube oil pressure alarm

High jacket water temperature alarm

Verify crankcase relief valves condition.

8. Performance Monitoring

Record engine RPM, load, and fuel consumption.

Review trends for lube oil consumption and exhaust temperatures.

Compare readings with previous records.",vessel,,,,,,,,4000,Engine,,t,,15-Mar-2026,Deferred to scheduled drydock period,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:33.786717,2026-02-13 10:43:47.740983,f
WO-1770967533724-7au4hh2e4,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Covers W/Valves No.05,601.002.05,JOB-1768375697102-xsoohrh7a,MKR-IN-00075-601.002.05-2026-001,Planned,MKR-IN-00075-601.002.05-2026-001,,Main Engine – Cylinder Covers with Valves Inspection - 4000H,2nd Engineer,,Overdue,,,Inspection,,Running Hours,4000,Hours,,f,,,,,,4000,6050,No,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder cover externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightening condition of cover studs and nuts (visual/record check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature differences across cylinders.

Inspect for signs of scaling or blockage (based on temperature trend).

3. Valves (Exhaust / Inlet / Starting / Indicator)

Inspect exhaust valve housing area for gas leakage or abnormal heating.

Check operation of:

Exhaust valve (opening/closing behavior via parameters)

Starting air valve (no leakage during normal running)

Indicator valve (tightness and free operation)

Ensure valve caps and securing devices are properly fitted.

4. Valve Actuation System

Inspect hydraulic or mechanical valve actuation components.

Check for oil leakage at pipes, flanges, and fittings.

Monitor hydraulic oil pressure and temperature (if applicable).

1. General Condition

Inspect engine exterior for oil, fuel, water, or exhaust gas leakage.

Check for abnormal vibration, noise, or overheating.

Ensure foundation bolts, holding-down bolts, and chocks show no abnormal condition.

2. Lubrication System

Check sump oil level and condition.

Review lube oil pressure, temperature, and differential pressure across filters.

Inspect lube oil filters and coolers for leakage.

Verify oil mist detector operation and alarm status.

3. Fuel System

Inspect fuel pumps, injectors, and fuel lines for leakage.

Check fuel oil pressure, temperature, and viscosity (as applicable).

Drain and check fuel filters and settling system as required.

4. Cooling Water System

Check jacket water pressure, temperature, and expansion tank level.

Inspect freshwater and seawater pumps for leakage.

Verify cooler condition and seawater inlet/outlet temperatures.

5. Air & Exhaust System

Inspect turbocharger casing, air inlet filters, and ducting.

Check exhaust manifold for leakage, cracks, or insulation damage.

Monitor exhaust gas temperatures for cylinder deviation.

6. Starting & Control System

Check starting air pressure and drain receivers.

Inspect starting valves and control air system.

Verify correct operation of engine control system, telegraph, and safety interlocks.

7. Safety & Protection Devices

Test safety devices as per PMS schedule:

Overspeed trip

Low lube oil pressure alarm

High jacket water temperature alarm

Verify crankcase relief valves condition.

8. Performance Monitoring

Record engine RPM, load, and fuel consumption.

Review trends for lube oil consumption and exhaust temperatures.

Compare readings with previous records.",vessel,,,,,,,,4000,Engine,,t,,27-Mar-2026,Budget approval pending from technical superintendent,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,RH,2026-02-13 07:25:33.725394,2026-02-13 10:43:47.651905,f
